contributor_id,recipe_id,created
1802973346,517511,2014-07-29
20325,43703,2002-10-22
143318,354010,2009-02-05
367081,195810,2006-11-16
87023,66469,2003-07-09
648540,395471,2009-10-19
120566,458255,2011-06-07
120566,458467,2011-06-10
7108,143234,2005-10-31
27643,19281,2002-02-09
257941,249457,2007-08-28
29196,20930,2002-02-28
296809,246457,2007-08-14
324993,214264,2007-02-27
121789,148362,2005-12-15
112365,77497,2003-11-28
208984,122497,2005-05-16
124631,85118,2004-02-26
789314,416599,2010-03-15
177933,193899,2006-11-04
37036,39280,2002-09-03
186802,203378,2007-01-04
695933,490284,2012-11-14
776591,289160,2008-02-28
1802469689,513216,2014-02-10
31807,388669,2009-09-03
197023,320442,2008-08-19
222478,182904,2006-08-24
1375473,422611,2010-05-03
330545,290008,2008-03-04
1375473,427175,2010-05-25
460955,216014,2007-03-10
29783,144841,2005-11-13
1533,4764,1999-11-21
210188,162657,2006-04-03
522036,250347,2007-09-03
890074,313624,2008-07-14
219733,160776,2006-03-20
7108,104732,2004-11-24
7108,138700,2005-09-23
23728,17231,2002-01-17
526614,472957,2012-01-25
5060,88418,2004-04-06
165099,106447,2004-12-20
1650714,432997,2010-07-23
7108,37960,2002-08-21
101153,104967,2004-11-29
232673,227420,2007-05-10
156653,108497,2005-01-16
623331,305137,2008-05-27
140132,291796,2008-03-13
250031,478604,2012-04-27
210188,166483,2006-05-01
159559,102154,2004-10-18
274719,194068,2006-11-06
63475,61040,2003-04-24
53859,138235,2005-09-21
184471,240747,2007-07-16
7108,26954,2002-04-30
1162541,383978,2009-08-03
201581,137992,2005-09-20
33186,531254,2017-04-19
327115,262501,2007-10-31
58104,385415,2009-08-17
526840,516214,2014-05-27
1213567,362558,2009-03-24
28201,19294,2002-02-10
37449,383923,2009-08-03
334736,187040,2006-09-20
37449,120462,2005-05-03
238966,136796,2005-09-09
172369,111625,2005-02-22
65720,170841,2006-05-31
353659,220280,2007-04-03
327115,297466,2008-04-09
50969,411923,2010-02-05
227666,132775,2005-08-08
461724,242513,2007-07-26
87023,108318,2005-01-14
128447,88051,2004-04-01
1365025,393489,2009-10-07
262397,204404,2007-01-08
14823,60024,2003-04-17
185365,204393,2007-01-08
423076,208277,2007-01-30
282965,159357,2006-03-10
305531,419880,2010-04-12
65720,231411,2007-05-30
209747,152441,2006-01-19
118163,254521,2007-09-21
795588,314185,2008-07-16
160977,102930,2004-10-29
2549237,502982,2013-07-03
82616,65045,2003-06-19
205783,128544,2005-07-03
452940,377194,2009-06-15
452940,255242,2007-09-24
452940,301235,2008-04-29
452940,403839,2009-12-15
452940,281328,2008-01-23
452940,390745,2009-09-17
452940,391156,2009-09-21
452940,459271,2011-06-23
452940,323063,2008-09-04
452940,394192,2009-10-12
452940,294421,2008-03-25
452940,257111,2007-10-04
452940,259806,2007-10-17
452940,300231,2008-04-23
452940,274469,2007-12-28
452940,273114,2007-12-20
452940,432661,2010-07-20
452940,263058,2007-11-02
452940,460167,2011-07-10
452940,276976,2008-01-07
452940,377279,2009-06-15
452940,280714,2008-01-22
452940,281314,2008-01-23
452940,270302,2007-12-07
452940,280453,2008-01-22
452940,482075,2012-07-03
452940,390750,2009-09-17
452940,320542,2008-08-20
452940,281147,2008-01-23
452940,484819,2012-08-04
452940,269192,2007-12-01
452940,296176,2008-04-03
405851,344976,2008-12-23
222477,416640,2010-03-15
535633,307065,2008-06-03
722619,415334,2010-03-04
1149117,388488,2009-09-02
536936,338331,2008-11-19
208455,187438,2006-09-24
219942,190279,2006-10-14
50053,42828,2002-10-10
1158733,359316,2009-03-05
165569,101194,2004-10-04
133174,440735,2010-10-28
340649,182867,2006-08-24
1530,824,1999-09-03
394077,368280,2009-04-28
43083,398956,2009-11-11
386585,474805,2012-02-22
254614,169968,2006-05-26
424680,210455,2007-02-10
58104,186414,2006-09-16
432917,215973,2007-03-10
162826,119225,2005-04-26
841835,407166,2010-01-06
184723,136112,2005-09-05
357358,215918,2007-03-09
628076,353419,2009-02-02
58104,296654,2008-04-05
204928,114204,2005-03-24
63098,430737,2010-06-23
156034,285629,2008-02-10
250665,166082,2006-04-27
149396,110646,2005-02-08
189616,150333,2006-01-04
45698,33701,2002-07-09
457536,239647,2007-07-10
424540,406746,2010-01-04
125640,106244,2004-12-16
45698,36072,2002-08-05
193516,123408,2005-05-23
232669,277145,2008-01-07
23728,16263,2001-12-26
67986,51716,2003-01-16
1533,79826,2003-12-30
14120,63069,2003-05-27
1422300,418712,2010-04-01
231196,131286,2005-07-26
1058097,455051,2011-05-04
480666,329728,2008-10-08
107135,112648,2005-03-04
5060,317798,2008-08-05
1209446,374369,2009-05-26
308434,200373,2006-12-13
261510,187309,2006-09-21
1212608,362546,2009-03-24
52282,81108,2004-01-14
359899,294521,2008-03-25
2076275,468765,2011-11-22
383921,427261,2010-05-26
863284,309806,2008-06-17
27643,21428,2002-03-04
64583,66404,2003-07-08
2649750,503736,2013-07-10
149363,200419,2006-12-13
65502,505748,2013-08-12
182809,166653,2006-05-01
1803607183,525818,2016-02-01
2300352,497554,2013-03-14
613457,258970,2007-10-14
69474,128027,2005-06-29
65502,472014,2012-01-16
6357,165096,2006-04-20
29893,48634,2002-12-13
59686,46636,2002-11-18
1803706112,520809,2015-01-26
45698,33947,2002-07-11
56251,130663,2005-07-21
351811,192033,2006-10-24
801617,366824,2009-04-20
679953,318330,2008-08-08
204598,122817,2005-05-18
1680722,464692,2011-09-22
25792,100450,2004-09-23
528468,423528,2010-05-06
1194592,359609,2009-03-08
223441,507544,2013-10-07
500860,339696,2008-11-27
152393,96064,2004-07-21
226462,249752,2007-08-29
53959,161592,2006-03-27
136726,210766,2007-02-11
346383,317598,2008-08-05
58104,106333,2004-12-17
37026,234120,2007-06-11
59686,162664,2006-04-03
182809,156896,2006-02-21
487971,298927,2008-04-17
123272,83268,2004-02-06
115525,90767,2004-05-05
535633,351678,2009-01-23
461074,298433,2008-04-15
1040054,408575,2010-01-15
52282,66520,2003-07-10
1265522,377398,2009-06-16
6164,35788,2002-07-30
56680,100886,2004-09-29
4470,89121,2004-04-16
44672,42800,2002-10-10
218105,131875,2005-08-01
841981,313432,2008-07-13
602609,308592,2008-06-10
322326,193053,2006-10-31
12118,31683,2002-06-20
449848,308525,2008-06-10
844444,311959,2008-07-04
77146,324047,2008-09-09
557649,455416,2011-05-07
34206,57301,2003-03-27
113634,276427,2008-01-04
153188,107690,2005-01-05
448443,354495,2009-02-07
407338,313237,2008-07-11
607801,258846,2007-10-13
82616,125378,2005-06-09
276833,158946,2006-03-07
1375473,394191,2009-10-12
506519,406581,2010-01-03
2549237,509998,2013-11-27
751759,377090,2009-06-14
39762,37684,2002-08-19
57695,134719,2005-08-24
386585,335058,2008-11-04
37950,108708,2005-01-18
118840,376726,2009-06-10
185293,143771,2005-11-03
84890,65833,2003-06-30
33186,531161,2017-04-13
12657,18766,2002-02-03
339260,448832,2011-02-15
2001060069,528364,2016-09-23
429816,269156,2007-12-01
642109,373334,2009-05-20
138435,323810,2008-09-07
216999,125744,2005-06-13
89831,292516,2008-03-19
1185700,406595,2010-01-03
188744,111880,2005-02-24
17803,137187,2005-09-12
367081,205648,2007-01-15
117628,79592,2003-12-24
262312,197894,2006-11-27
186802,311313,2008-07-02
37449,193558,2006-11-02
54187,100066,2004-09-17
679953,317309,2008-08-04
419596,206585,2007-01-21
383504,283936,2008-02-03
188744,110866,2005-02-10
29063,273143,2007-12-20
206747,335472,2008-11-06
345503,228820,2007-05-19
26278,26649,2002-04-28
169969,115420,2005-04-05
83093,157534,2006-02-24
252156,155496,2006-02-10
83093,221791,2007-04-10
56112,71698,2003-09-26
93446,353212,2009-01-31
97825,111257,2005-02-16
121183,82136,2004-01-26
40597,28670,2002-05-18
2310,72065,2003-09-30
25430,20901,2002-02-28
104018,76490,2003-11-14
312206,222458,2007-04-13
54697,59050,2003-04-09
121992,281251,2008-01-23
97895,103009,2004-10-30
517157,234531,2007-06-13
380619,303140,2008-05-12
44376,290371,2008-03-05
795588,313066,2008-07-09
153866,100633,2004-09-27
27643,23210,2002-03-24
56112,128046,2005-06-29
63858,145473,2005-11-19
1562,3441,1999-10-18
1533,22442,2002-03-14
188744,141164,2005-10-12
679759,329881,2008-10-11
655158,266704,2007-11-19
11458,9518,2001-06-21
1782812,474672,2012-02-20
115853,154224,2006-02-01
50509,446919,2011-01-20
230557,138288,2005-09-21
37779,225703,2007-05-01
34094,413288,2010-02-16
444622,229453,2007-05-22
38532,48968,2002-12-17
229787,133684,2005-08-16
1375473,406737,2010-01-04
145599,127924,2005-06-28
424680,375184,2009-05-31
35168,145831,2005-11-21
101764,157835,2006-02-27
35635,64631,2003-06-16
1003473,333395,2008-10-28
51199,66800,2003-07-15
111342,99798,2004-09-14
57042,412506,2010-02-09
461724,301661,2008-05-01
21278,121081,2005-05-09
285039,276601,2008-01-06
704232,280969,2008-01-23
83093,168679,2006-05-19
9690,9064,2001-05-22
169430,280875,2008-01-22
9748,47506,2002-11-22
599588,256831,2007-10-04
900735,317196,2008-08-03
351789,367633,2009-04-24
94996,67686,2003-07-28
72489,104588,2004-11-22
15368,12897,2001-10-18
34146,75650,2003-11-05
1054986,345057,2008-12-23
515395,238258,2007-07-02
188792,308917,2008-06-12
74652,84233,2004-02-17
1346699,400025,2009-11-18
605765,259584,2007-10-16
107334,116772,2005-04-12
266635,513291,2014-02-13
57042,481786,2012-06-28
58104,372771,2009-05-19
97901,15541,2001-12-11
296809,205712,2007-01-15
465056,277021,2008-01-07
1525071,409187,2010-01-18
105692,83571,2004-02-10
383921,428655,2010-06-05
398495,198875,2006-12-03
984196,329873,2008-10-11
705251,278812,2008-01-14
12481,76268,2003-11-12
390058,220922,2007-04-05
830551,301835,2008-05-01
207176,211702,2007-02-15
37305,27995,2002-05-09
65502,459827,2011-07-01
1329782,402905,2009-12-08
45698,35618,2002-07-29
282965,159380,2006-03-10
89558,77729,2003-12-02
45698,35280,2002-07-27
74281,274607,2007-12-28
860538,506106,2013-08-22
465829,223396,2007-04-18
45698,34607,2002-07-18
37305,38905,2002-08-30
83093,244292,2007-08-03
52074,107997,2005-01-10
58104,112742,2005-03-05
120566,121760,2005-05-12
120566,130793,2005-07-21
120566,127341,2005-06-23
120566,458144,2011-06-06
671663,295517,2008-03-31
286566,474044,2012-02-14
185926,404871,2009-12-23
601277,365962,2009-04-14
118898,181425,2006-08-11
705251,483632,2012-07-16
76197,57206,2003-03-26
1594578,420191,2010-04-13
338384,272437,2007-12-18
21730,35818,2002-07-30
1533,117758,2005-04-18
57042,301946,2008-05-02
398333,208746,2007-02-01
96177,332276,2008-10-22
329769,397345,2009-11-02
516406,241276,2007-07-18
465056,254941,2007-09-24
408532,280399,2008-01-22
609026,265338,2007-11-13
90628,148114,2005-12-12
145599,111306,2005-02-16
29377,34243,2002-07-15
423076,207445,2007-01-24
37449,436673,2010-09-05
296546,384194,2009-08-04
49995,36320,2002-08-05
210188,200060,2006-12-10
288146,192212,2006-10-24
223979,154149,2006-01-31
123272,84362,2004-02-18
28815,208407,2007-01-30
24386,183081,2006-08-25
8688,62088,2003-05-13
301976,189437,2006-10-08
351811,321420,2008-08-26
131674,406071,2009-12-31
86764,214981,2007-03-04
225426,340404,2008-12-01
226863,202178,2006-12-28
120121,88125,2004-04-02
1396198,400885,2009-11-23
236760,153800,2006-01-30
64154,478746,2012-04-30
1251441,368254,2009-04-27
896481,314774,2008-07-20
185160,115687,2005-04-07
855347,380561,2009-07-07
39835,88085,2004-04-02
37449,459273,2011-06-23
221044,128152,2005-06-29
221044,125897,2005-06-14
37636,30212,2002-06-03
305531,176415,2006-07-05
1631327,431802,2010-07-02
64780,369773,2009-05-05
14541,10889,2001-08-12
743849,351041,2009-01-21
250737,170981,2006-06-01
1125832,349570,2009-01-13
125579,16120,2001-12-22
199180,147274,2005-12-05
795256,407396,2010-01-08
141293,282419,2008-01-29
229850,155273,2006-02-08
61388,57009,2003-03-24
863903,358867,2009-03-03
146962,338753,2008-11-20
204853,192615,2006-10-28
59532,70785,2003-09-08
184986,365787,2009-04-13
1535,3900,1999-11-03
858046,308638,2008-06-11
23728,15646,2001-12-11
1535,95158,2004-07-06
59064,64306,2003-06-11
157425,331819,2008-10-20
302094,323262,2008-09-04
56680,149252,2005-12-24
407625,260787,2007-10-24
235468,141847,2005-10-18
37305,29141,2002-05-22
55818,174127,2006-06-20
102036,72940,2003-10-08
240500,212084,2007-02-19
63855,56973,2003-03-23
1329782,444749,2010-12-25
2000378667,537485,2018-11-12
258606,352071,2009-01-27
544373,374383,2009-05-26
898589,382633,2009-07-24
614205,266439,2007-11-18
45698,33849,2002-07-11
346383,345543,2008-12-29
228297,353260,2009-02-01
60512,78354,2003-12-09
167408,143407,2005-10-31
23956,15216,2001-12-04
324677,172883,2006-06-16
49168,108084,2005-01-11
45698,35287,2002-07-27
395940,468767,2011-11-22
134259,120524,2005-05-04
345107,192039,2006-10-24
26278,26180,2002-04-24
64203,21613,2002-03-01
154044,21629,2002-03-01
292979,325571,2008-09-18
322217,258419,2007-10-11
8377,29820,2002-05-30
53959,163282,2006-04-07
4439,116672,2005-04-12
800357,382834,2009-07-26
437776,351552,2009-01-22
445033,460882,2011-07-25
462336,432077,2010-07-06
693492,398060,2009-11-06
333374,179080,2006-07-24
589777,353280,2009-02-01
340312,216276,2007-03-11
133174,132467,2005-08-08
16758,11406,2001-09-05
293946,164970,2006-04-20
362206,325013,2008-09-13
22973,15143,2001-12-03
604781,257084,2007-10-04
6164,11324,2001-09-02
1533,36636,2002-08-09
135366,158685,2006-03-06
668895,274746,2007-12-29
283899,506141,2013-08-23
47858,61474,2003-05-06
462577,232249,2007-06-04
31695,32403,2002-06-26
482933,395196,2009-10-18
45830,31984,2002-06-23
149363,137241,2005-09-13
97901,21633,2002-03-01
233464,132263,2005-08-03
316098,263505,2007-11-05
457690,363030,2009-03-27
135872,124242,2005-06-01
120566,458685,2011-06-13
120566,458796,2011-06-14
811179,309594,2008-06-16
42337,93947,2004-06-21
945771,324683,2008-09-11
13483,11303,2001-09-02
128047,101898,2004-10-13
355282,201750,2006-12-24
142464,91839,2004-05-25
142630,355169,2009-02-10
741512,345089,2008-12-24
10649,14912,2001-11-27
37449,198836,2006-12-02
654642,375870,2009-06-06
37721,50854,2003-01-12
82616,96528,2004-07-28
52282,93881,2004-06-21
813515,297671,2008-04-10
74671,56189,2003-03-11
327115,262686,2007-10-31
74652,228000,2007-05-14
98016,98113,2004-08-18
37779,28641,2002-05-16
141293,268124,2007-11-27
58104,354012,2009-02-05
87300,65007,2003-06-18
147095,444611,2010-12-21
560491,388422,2009-09-02
157425,120383,2005-05-03
177443,119971,2005-04-30
68357,54093,2003-02-15
224921,487701,2012-09-27
163986,366114,2009-04-16
166642,282881,2008-01-29
462336,221085,2007-04-06
17803,209301,2007-02-05
29212,22864,2002-03-17
33186,531144,2017-04-12
2401450,486851,2012-09-14
582561,514206,2014-03-11
461834,385071,2009-08-11
450004,463737,2011-09-07
840062,325674,2008-09-19
293410,342249,2008-12-08
210188,166476,2006-05-01
494867,458008,2011-06-05
121686,87105,2004-03-20
269521,325410,2008-09-16
107583,386826,2009-08-24
107583,407747,2010-01-11
992845,433598,2010-07-27
56003,424112,2010-05-09
809234,296452,2008-04-04
346383,334476,2008-11-02
4291,239958,2007-07-12
262200,265502,2007-11-13
107135,115528,2005-04-06
4439,136330,2005-09-06
724631,511017,2013-12-19
141284,378058,2009-06-22
58892,46479,2002-11-17
2140614,481431,2012-06-23
432738,258282,2007-10-11
47907,132171,2005-08-03
835936,386882,2009-08-24
284897,293465,2008-03-21
215765,152978,2006-01-23
560852,321948,2008-08-28
951055,391085,2009-09-21
1448295,443719,2010-12-07
461834,222166,2007-04-12
17803,151148,2006-01-10
39334,111559,2005-02-21
382071,255840,2007-09-27
327115,284848,2008-02-07
115964,151131,2006-01-10
280064,155290,2006-02-08
2310,55364,2003-03-02
1365025,397923,2009-11-05
485247,384989,2009-08-10
224354,158624,2006-03-04
221694,163148,2006-04-06
525142,358600,2009-03-02
25792,57801,2003-04-03
894377,376839,2009-06-11
1864044,453600,2011-04-12
221851,174537,2006-06-22
328154,473574,2012-02-05
6357,42043,2002-10-02
723817,290587,2008-03-06
354675,190918,2006-10-16
152995,100231,2004-09-21
80353,357076,2009-02-22
199848,117512,2005-04-16
386585,301951,2008-05-02
27678,58045,2003-04-04
50543,37575,2002-08-19
418564,216705,2007-03-13
125640,149367,2005-12-26
20754,13671,2001-11-02
52476,43500,2002-10-18
45698,32860,2002-07-01
242766,142067,2005-10-20
599741,307925,2008-06-06
432503,215370,2007-03-07
565481,247613,2007-08-20
580750,251443,2007-09-06
4470,30910,2002-06-10
58104,472184,2012-01-17
1193707,476655,2012-03-21
542159,510124,2013-11-30
58038,312675,2008-07-08
69474,127995,2005-06-29
195423,117427,2005-04-16
105692,326328,2008-09-22
575052,250024,2007-08-30
786509,391589,2009-09-23
175829,230909,2007-05-28
452576,272641,2007-12-19
442490,400698,2009-11-22
35671,31639,2002-06-20
59532,51107,2003-01-13
392739,224274,2007-04-23
516537,306471,2008-05-30
53959,140171,2005-10-05
15609,12636,2001-10-12
14386,16320,2001-12-27
316094,179625,2006-07-28
753468,285729,2008-02-11
55655,45894,2002-11-13
7108,23568,2002-03-28
12875,11156,2001-08-29
274666,209459,2007-02-06
274666,209457,2007-02-06
229850,148735,2005-12-19
537179,248426,2007-08-23
122689,91370,2004-05-18
224354,158668,2006-03-06
2310,64784,2003-06-17
152821,114394,2005-03-26
882465,313613,2008-07-14
21752,54029,2003-02-13
750006,287401,2008-02-20
37305,26807,2002-04-29
1286360,375862,2009-06-06
64203,102942,2004-10-29
10951,53066,2003-02-03
10139,9830,2001-06-30
183142,409587,2010-01-21
199848,138243,2005-09-21
156073,97773,2004-08-13
465829,326638,2008-09-22
433948,262796,2007-10-31
289003,241215,2007-07-18
242729,257417,2007-10-06
39547,100590,2004-09-24
719083,288094,2008-02-23
555701,276547,2008-01-04
33186,535021,2018-01-29
39547,27893,2002-05-08
447742,334743,2008-11-03
107864,116111,2005-04-10
307559,162834,2006-04-04
433760,259250,2007-10-16
19799,18927,2002-02-05
49304,136471,2005-09-06
2405519,496614,2013-03-04
25792,122319,2005-05-16
1567,496,1999-08-13
21641,14087,2001-11-11
457536,226319,2007-05-04
566737,248108,2007-08-22
22015,37126,2002-08-13
28846,19817,2002-02-16
66008,85265,2004-02-28
137911,114761,2005-03-31
51579,82446,2004-01-29
301976,182029,2006-08-16
12491,10484,2001-07-29
51484,36590,2002-08-09
173579,130857,2005-07-22
256411,151256,2006-01-11
1610,2923,1999-08-24
140132,292749,2008-03-19
38485,31680,2002-06-20
20371,16412,2001-12-30
910477,317380,2008-08-05
10404,23613,2002-03-28
47892,263109,2007-11-02
20754,298507,2008-04-15
278516,251279,2007-09-06
425677,220801,2007-04-05
296546,487467,2012-09-24
223510,126401,2005-06-20
2597942,499804,2013-05-03
80517,188541,2006-09-29
332449,180945,2006-08-07
1372405,433334,2010-07-27
21752,14997,2001-11-29
29196,137026,2005-09-11
140981,97578,2004-08-11
964093,330512,2008-10-14
354184,346321,2008-12-31
51138,38363,2002-08-26
630984,331269,2008-10-17
235262,136399,2005-09-06
831340,302224,2008-05-06
153403,122311,2005-05-16
977624,330356,2008-10-13
327115,286468,2008-02-13
534161,239766,2007-07-10
458718,371917,2009-05-13
973186,374600,2009-05-27
89831,98973,2004-09-02
175839,107883,2005-01-08
220425,214711,2007-03-02
962690,387435,2009-08-27
50509,450975,2011-03-16
278118,286865,2008-02-19
22015,37692,2002-08-19
217657,123750,2005-05-26
962690,360435,2009-03-12
1006341,334789,2008-11-03
34214,76407,2003-11-13
89831,242740,2007-07-26
167884,102188,2004-10-18
207616,309674,2008-06-16
196296,195990,2006-11-17
29300,49504,2002-12-22
157167,309179,2008-06-13
47892,412761,2010-02-12
309508,309288,2008-06-14
128473,376691,2009-06-10
37449,354729,2009-02-09
27395,32438,2002-06-27
4470,164290,2006-04-14
4439,77976,2003-12-05
253974,226962,2007-05-09
531768,272216,2007-12-17
289066,174369,2006-06-21
672534,365478,2009-04-12
60650,301935,2008-05-02
350192,275000,2007-12-31
47892,421062,2010-04-20
25455,17480,2002-01-18
2081191,468996,2011-11-28
1430306,397172,2009-10-30
154853,385129,2009-08-12
152938,121331,2005-05-10
359051,204114,2007-01-08
431813,254489,2007-09-21
50969,117298,2005-04-15
326970,322512,2008-09-02
795588,296318,2008-04-03
211521,461488,2011-08-02
214991,411729,2010-02-04
21399,22987,2002-03-18
47892,145013,2005-11-14
205783,141042,2005-10-11
39835,116389,2005-04-12
422893,321494,2008-08-26
1535,130766,2005-07-21
242729,246663,2007-08-15
80998,354473,2009-02-07
146426,255948,2007-09-28
50509,496779,2013-03-06
220348,203655,2007-01-07
37779,34708,2002-07-23
37779,291957,2008-03-14
551498,376722,2009-06-10
92902,67108,2003-07-20
36944,243080,2007-07-29
36128,42196,2002-10-03
80353,384212,2009-08-05
452940,304363,2008-05-20
259150,166531,2006-05-01
704950,323582,2008-09-06
37779,106797,2004-12-24
65502,408402,2010-01-13
169430,309910,2008-06-18
993604,406190,2010-01-01
177135,140057,2005-10-04
611480,327782,2008-09-29
350938,422484,2010-05-02
1294056,377656,2009-06-18
228977,199142,2006-12-04
176454,146291,2005-11-25
186825,113110,2005-03-10
362919,238431,2007-07-03
37106,50775,2003-01-12
27643,32499,2002-06-29
124416,395678,2009-10-20
24943,18985,2002-02-06
5060,54989,2003-02-26
52381,74357,2003-10-29
1360982,387106,2009-08-25
278639,298089,2008-04-11
296027,259452,2007-10-16
191220,121788,2005-05-12
461834,304629,2008-05-22
199848,261410,2007-10-25
557649,304216,2008-05-19
875081,461481,2011-08-02
53496,38676,2002-08-27
181846,116305,2005-04-12
194886,243940,2007-08-01
360437,210974,2007-02-12
62408,92833,2004-06-07
315565,404323,2009-12-19
131042,110234,2005-02-03
382071,254252,2007-09-19
324790,434502,2010-08-06
452940,272716,2007-12-19
808027,317681,2008-08-05
537937,315233,2008-07-23
5060,25259,2002-04-14
461283,223242,2007-04-17
811431,361446,2009-03-17
51011,43843,2002-10-22
52543,58869,2003-04-08
30534,30999,2002-06-12
169430,241907,2007-07-23
37779,501307,2013-06-03
28729,231245,2007-05-29
932620,331174,2008-10-16
10113,55425,2003-03-03
841895,432016,2010-07-06
10649,15514,2001-12-09
21752,102687,2004-10-26
131181,86616,2004-03-15
407781,204480,2007-01-09
393712,344050,2008-12-17
58104,314417,2008-07-17
47892,158329,2006-03-02
242729,303666,2008-05-14
789516,424409,2010-05-10
178428,105918,2004-12-12
318262,450047,2011-03-05
482376,429949,2010-06-16
428885,254176,2007-09-19
20754,15719,2001-12-13
68460,85476,2004-03-02
58104,109758,2005-01-28
58282,48850,2002-12-15
345142,188325,2006-09-29
254891,161088,2006-03-22
242729,393717,2009-10-08
6357,54932,2003-02-26
35526,43274,2002-10-16
428885,385912,2009-08-18
128473,376731,2009-06-10
37779,153419,2006-01-26
339234,205199,2007-01-13
542159,394202,2009-10-12
1329782,440717,2010-10-28
1329782,407621,2010-01-10
306796,162376,2006-03-31
232669,291960,2008-03-14
171084,283556,2008-02-02
327115,298752,2008-04-16
171790,485911,2012-08-24
47858,59384,2003-04-14
332453,215081,2007-03-04
36187,92405,2004-06-01
37449,454927,2011-05-02
542159,467042,2011-10-30
1533,46,1999-08-11
80353,504956,2013-07-30
2549237,502749,2013-07-01
58104,109007,2005-01-21
20754,15715,2001-12-13
35526,124597,2005-06-06
1891,90092,2004-04-26
242729,230475,2007-05-27
385678,305227,2008-05-28
23302,60892,2003-04-23
508949,316454,2008-07-29
131698,151228,2006-01-11
239229,169418,2006-05-24
51809,45473,2002-11-05
452940,278406,2008-01-12
60694,54052,2003-02-13
534504,239821,2007-07-10
37449,395663,2009-10-20
92886,131967,2005-08-02
27643,33933,2002-07-11
120121,313377,2008-07-12
262357,269330,2007-12-01
47172,32792,2002-07-01
20754,15764,2001-12-13
420968,385170,2009-08-12
186802,327059,2008-09-24
185446,276446,2008-01-04
43478,57209,2003-03-26
488441,413636,2010-02-19
58282,67072,2003-07-18
37449,430182,2010-06-17
220348,282988,2008-01-30
347808,194864,2006-11-10
156034,183627,2006-08-28
49918,246991,2007-08-17
126687,142846,2005-10-26
242729,412075,2010-02-08
58104,417845,2010-03-24
169430,351897,2009-01-26
163112,432170,2010-07-06
66321,88831,2004-04-12
228869,132587,2005-08-08
67395,69448,2003-08-22
169430,288427,2008-02-25
1533,115,1999-08-11
107655,154834,2006-02-06
140981,274170,2007-12-27
128473,324567,2008-09-10
350938,418874,2010-04-03
1329782,401163,2009-11-24
133174,426699,2010-05-21
128473,285395,2008-02-09
852362,307279,2008-06-04
1848155,451250,2011-03-21
192974,184176,2006-08-31
130663,274336,2007-12-27
83093,163404,2006-04-07
62883,62911,2003-05-22
386585,309855,2008-06-18
297076,182356,2006-08-18
170003,153156,2006-01-24
457690,371896,2009-05-13
142961,93329,2004-06-14
237715,402648,2009-12-07
362919,277595,2008-01-08
242729,359858,2009-03-08
64780,429764,2010-06-14
6164,32459,2002-06-27
356024,240401,2007-07-14
68960,91952,2004-05-27
2549237,504948,2013-07-29
242729,228627,2007-05-17
308515,163342,2006-04-07
28604,125721,2005-06-12
27643,20519,2002-02-23
37449,355195,2009-02-10
236959,158578,2006-03-04
6357,76915,2003-11-19
61660,66603,2003-07-14
1842,3779,1999-10-30
245037,146992,2005-12-01
166642,242319,2007-07-24
220348,237819,2007-06-29
51011,51432,2003-01-15
57397,50414,2003-01-08
28087,429759,2010-06-14
47892,153702,2006-01-30
621626,316104,2008-07-27
200862,317265,2008-08-03
80353,62550,2003-05-19
452940,272722,2007-12-19
258285,198681,2006-12-01
762195,346160,2008-12-30
322381,174190,2006-06-21
997773,332428,2008-10-22
254176,142254,2005-10-22
21028,39050,2002-09-02
42651,51406,2003-01-15
214855,139718,2005-10-03
329769,304187,2008-05-19
461834,424892,2010-05-12
262129,149966,2006-01-01
186981,128563,2005-07-03
527607,309827,2008-06-17
47892,494527,2013-01-31
296809,211596,2007-02-14
58104,368577,2009-04-29
230834,130995,2005-07-25
430188,221820,2007-04-10
490803,401826,2009-11-30
57952,50250,2003-01-07
69838,76009,2003-11-08
37449,425432,2010-05-14
674022,315069,2008-07-22
296809,502923,2013-07-03
187861,108608,2005-01-17
242729,271012,2007-12-11
323186,367586,2009-04-24
312363,437455,2010-09-15
21752,63907,2003-06-05
80353,390779,2009-09-17
1054105,341025,2008-12-03
567959,315982,2008-07-26
47907,103153,2004-11-02
305531,177150,2006-07-12
51579,37587,2002-08-19
57256,44286,2002-10-27
293410,284060,2008-02-03
400411,297960,2008-04-11
440735,437213,2010-09-13
43478,59660,2003-04-15
203047,115537,2005-04-06
385678,427796,2010-05-31
41525,32741,2002-06-30
86764,167433,2006-05-09
315565,353136,2009-01-31
47892,223285,2007-04-17
221209,269669,2007-12-03
287420,229794,2007-05-23
1706426,483829,2012-07-19
5060,162801,2006-04-03
5060,196210,2006-11-18
163112,275002,2007-12-31
73836,101076,2004-10-01
10113,87222,2004-03-22
416985,423582,2010-05-06
1058097,384215,2009-08-05
674022,406992,2010-01-05
37449,134365,2005-08-22
249643,163884,2006-04-11
58786,61677,2003-05-07
47858,59386,2003-04-14
323186,397163,2009-10-30
32772,22567,2002-03-15
242729,270955,2007-12-11
30534,28723,2002-05-18
724631,516267,2014-05-29
21752,58710,2003-04-07
230834,144920,2005-11-13
107135,463289,2011-08-30
305531,321719,2008-08-27
82994,359736,2009-03-08
465056,246579,2007-08-14
438576,450863,2011-03-15
27782,16631,2002-01-02
23302,29027,2002-05-21
23302,29015,2002-05-21
773103,301076,2008-04-29
218828,443680,2010-12-06
