id,name,minutes,n_steps,vegan_vegetarian
368878,real  strawberry pie with french cream topping,45,14,NonVegetarian
147563,reasonable  lemon chicken and potatoes,55,9,NonVegetarian
207466,ritz  y chicken,525,7,NonVegetarian
193719,royal  turkey stuffing,75,16,NonVegetarian
251976,s wonderful carrot and raisin salad,30,3,NonVegetarian
334501,sannich  in soup,60,24,NonVegetarian
123117,sara lee   pound cake   copycat,84,12,Vegetarian
38852,second only to my meatloaf  meatballs,90,9,NonVegetarian
181808,sexy  sauce,55,1,NonVegetarian
291073,sherried  mushroom sauce,20,5,NonVegetarian
186143,sin free  fries,35,5,NonVegetarian
250232,skinny  fries,50,10,NonVegetarian
411859,smells like stuffing  no knead bread,75,15,NonVegetarian
382731,sneaky  chocolate zucchini cupcakes kids love,45,10,NonVegetarian
134787,so i cheated  refrigerator dills,20,7,NonVegetarian
154576,soft as wonder   white bread,30,6,NonVegetarian
222030,soft serve  vanilla ice cream,27,5,NonVegetarian
52565,somebody stole my cookie  cookies,10,5,Vegetarian
103393,soup  er no peel potatoes,140,9,NonVegetarian
358626,souped up  veggie dip,2,1,NonVegetarian
53152,souper  easy macaroni and cheese,45,7,NonVegetarian
211322,special  oatmeal cookies   vegan,20,3,Vegan
251714,special  salsa     for parties,15,5,Vegetarian
343821,starbucks  oat fudge bars,45,6,NonVegetarian
168420,steel magnolias cuppa cake,50,2,NonVegetarian
402351,string pie,35,9,NonVegetarian
319381,struttin  sauce  for kansas city sloppy ribs,45,7,NonVegetarian
489707,stuffed cabbage  soup,105,22,NonVegetarian
389301,subway  white chocolate macadamia nut cookies,20,22,NonVegetarian
29916,sweet dreams  shake,10,2,NonVegetarian
36482,sweet  carrots,15,7,NonVegetarian
98844,swiss  round steak with onion gravy,150,13,NonVegetarian
65207,taffy apple  cakies,32,13,NonVegetarian
496766,take me to spain  tortilla espanola  5fix,25,15,NonVegetarian
140746,the best   beef stroganoff,135,7,NonVegetarian
302344,the cake of wisdom,65,10,Vegetarian
56036,the cake,55,6,NonVegetarian
74284,the frugal gourmet s  southern barbecue sauce,100,2,NonVegetarian
361017,the gumbo pages  traditional red beans and rice,1680,21,NonVegetarian
437219,the heat  spicy party mix,95,9,NonVegetarian
467076,the heavy one  cheesecake,155,9,NonVegetarian
327141,the other white meat  chicken salad sandwich,20,3,NonVegetarian
342698,the ultimate brownie,55,8,NonVegetarian
304814,the  marinade,15,6,NonVegetarian
387488,thetis queen  albacore tuna tacones with spicy spot p,45,11,NonVegetarian
81280,those  chocolate cookies,85,16,NonVegetarian
261482,three sisters  stew,120,17,Vegetarian
77380,three cheese  cheese ball,375,5,NonVegetarian
240369,tofu noodle  tuna casserole,40,8,NonVegetarian
340730,tomato  sauce,140,4,NonVegetarian
334951,trash bag  taco salad,30,5,NonVegetarian
305987,tummy crisis  dried apricot and muesli muffins,40,14,Vegetarian
337893,turn the oven off  cookies,20,10,NonVegetarian
157160,tuxedo  chocolate covered strawberries,75,11,NonVegetarian
35632,twist your own way  mayonnaise  this one is with garlic twist,7,3,NonVegetarian
141712,twisted  chicken salad,150,9,NonVegetarian
21357,u  wing it pork loin chops,65,7,NonVegetarian
205443,vegan mac un cheese,30,5,Vegetarian
201813,vodka still works,5,3,NonVegetarian
198343,we re going bananas  bread,72,9,NonVegetarian
279176,weight watchers   ice cream  sandwiches del,1,7,NonVegetarian
532472,west african s finest  mafe,55,10,NonVegetarian
32204,whatever floats your boat  brownies,35,14,Vegetarian
378540,whitt s  bbq sauce,5,2,NonVegetarian
293049,wicked  chocolate chip muffins,30,7,NonVegetarian
104773,wish i made more  yeast potato lem orange rolls,150,35,NonVegetarian
129919,wolf creek inn  macaroni   cheese,80,12,NonVegetarian
391335,wolfpack  pork sandwich,500,12,NonVegetarian
383339,world s best  macaroni   cheese,75,25,NonVegetarian
96727,you like cheese   garlic bread spread,20,6,NonVegetarian
474258,you want me to do what to the buttered noodles,15,8,NonVegetarian
209322,you won t believe they are baked  chicken fingers,35,9,NonVegetarian
60454,you ll never miss the noodles  lasagna,85,14,NonVegetarian
240447,ber quick banoffee pudding   dessert,20,8,NonVegetarian
375376,miracle  honey oatmeal bread  gluten free,75,11,NonVegetarian
160398,tis an irish lamb stew,120,13,NonVegetarian
350400,utah   scones  deep fried,240,21,NonVegetarian
280251,57 chevy,5,2,NonVegetarian
242761,57 chevy  alcoholic drink,5,2,NonVegetarian
11878,90s style meatloaf,75,4,NonVegetarian
385823,akwa   traditional yemeni oxtail stew,550,11,NonVegetarian
22711,all purpose  marinade  especially nice used with beef,5,1,NonVegetarian
98821,better than sex  cheese ball,10,5,NonVegetarian
152534,big mac  pizza,20,8,NonVegetarian
423516,chicken  and lime soup  vegan,40,6,Vegan
418756,chicken  tikka masala   vegan style,75,14,Vegan
481195,chinese buffet  green beans,15,6,NonVegetarian
53312,clean out the fridge  soup,150,20,NonVegetarian
51922,cream  of mushroom soup,10,3,Vegan
11363,denny s  vegetable beef barley soup,40,4,NonVegetarian
63131,get up   go  bars,10,6,Vegan
108819,good for you  berry truffles,20,3,Vegan
344420,guacamole  dip,10,8,NonVegetarian
292317,ibarra  hot chocolate lovers,25,7,NonVegetarian
79313,killer  shrimp,40,5,NonVegetarian
282644,kinda sorta  hungarian goulash,570,11,NonVegetarian
19953,lighter  hamburger stroganoff,15,13,NonVegetarian
97808,lil  john s oven deep pit,750,14,NonVegetarian
16451,lite  stuffed mushrooms,20,6,NonVegetarian
84610,mazing mushrooms,250,6,Vegan
116449,my thai  chicken soup,30,11,NonVegetarian
24760,neezy peazy lunch,35,8,Vegetarian
261888,nilla wafer martini,3,3,NonVegetarian
133328,ohana breakfast bread,115,21,NonVegetarian
196614,ohana cheesy scalloped potatoes  walt disney world,80,4,NonVegetarian
238453,old style  pancakes,15,1,NonVegetarian
23078,panettone festive cake,90,20,NonVegetarian
67142,po  wo man s cobbler,48,3,NonVegetarian
484624,pretty freaking awesome  pulled pork  crock pot,1260,23,NonVegetarian
97968,sesame  noodles with peanut sauce,30,7,Vegetarian
87640,shrooms and sausage dressing,105,4,NonVegetarian
413910,sin amon brown sugar oatmeal,7,3,NonVegetarian
154187,so simple  cauliflower mash,30,9,Vegetarian
327979,spring in your step  smoothie  raw food,5,2,Vegan
196319,sweet  broccoli salad,20,5,NonVegetarian
184785,taco  hot dogs,20,7,NonVegetarian
15255,things go better with coke  brisket,190,9,NonVegetarian
344648,tis the season coconut macaroons,24,9,NonVegetarian
438092,tomokra   stewed tomatoes and okra,90,9,NonVegetarian
265262,winter  marinara,70,10,NonVegetarian
247277,leftover   turkey biryani with red onion and cilantro,35,7,NonVegetarian
190891,terribly impressive   chorizo puffs,35,11,NonVegetarian
449891,add adjective here  apple crisp,60,3,NonVegetarian
163005,almost  grandma alta s meatballs  aka my favorite meatball,80,7,NonVegetarian
473002,almost  my grandma s rouladen   melissa d arabian,135,36,NonVegetarian
32088,almost  no fat chocolate cake,50,15,NonVegetarian
286681,awesome   our family cranberry salad,30,9,NonVegetarian
361328,balalit  saweeya or seviyan  sweet vermicelli breakfast,43,8,NonVegetarian
376660,best ever  thai chicken curry,35,6,NonVegetarian
285666,bread machine  2 lb  traditional white bread,190,13,NonVegetarian
159527,chive  goat cheese mashed potatoes,80,12,NonVegetarian
220237,chocolate  cherry pecan biscotti,76,8,NonVegetarian
375362,copycat  chi chi s cornbread,25,3,NonVegetarian
75408,copycat  kentucky fried chicken marinade,1440,4,NonVegetarian
196548,copycat  la madeline s tomato basil soup,45,6,Vegetarian
399709,crock pot  chicken chili,320,9,NonVegetarian
217296,different   irish soda bread,65,13,NonVegetarian
55809,don t eat the  yellow snowman cookies,17,11,NonVegetarian
198660,fake  crab stroganoff,30,6,NonVegetarian
121107,fooled ya   spaghetti sauce,40,12,Vegetarian
98478,frozen  chicken in the crock pot,375,10,NonVegetarian
420409,herman starter  sweet rolls,30,7,NonVegetarian
393667,hot chocolate  cocoa blocks,750,15,NonVegetarian
106902,i wanna live with a  cinnamon  girl  honey,20,9,NonVegetarian
435816,iowa state fair  sweet dough caramel cinnamon rolls,80,29,NonVegetarian
134086,jello  chocolate pudding pops,423,7,NonVegetarian
246617,leftover  chicken  spinach and yellow pepper rice,30,9,NonVegetarian
221942,leftover  rice pudding,30,3,NonVegetarian
21816,lighter  lamb moussaka,60,17,NonVegetarian
198073,make ahead  flaky sausage foldovers,40,22,NonVegetarian
169105,modified  banana bread by paula deen,60,7,NonVegetarian
258868,my favourite  green tomato pickles,105,12,NonVegetarian
15063,my own lazy day recipe   chicken noodle soup,35,4,NonVegetarian
202949,my way of   steamed cabbage,30,6,NonVegetarian
454944,never fail  fish   chips,65,25,NonVegetarian
497150,new  vanishing oatmeal raisin cookies,20,15,NonVegetarian
202840,no bake  lemon angel pie,255,12,NonVegetarian
392350,not  fried zucchini,45,8,NonVegetarian
184214,not  meatballs,20,4,Vegetarian
99065,oven  chicken kiev,50,9,NonVegetarian
325657,paki  garam masala,5,2,Vegetarian
49737,panera bread  black bean soup,25,9,NonVegetarian
15202,potatoes with garlic and cheese  pommes de terre a l ail,55,9,NonVegetarian
15211,potatoes  pommes anna,55,7,NonVegetarian
15209,potatoes  pommes lyonnaise,80,7,NonVegetarian
187601,raw  angel hair zucchini  pasta  with fresh pesto,30,7,Vegan
37796,relatively  healthy cinnamon buns,110,24,NonVegetarian
218687,relatively  healthy oatmeal scones,35,15,Vegetarian
127048,rhubarb  victoria sauce,35,10,NonVegetarian
26420,shrimp  cocktail sauce,5,2,NonVegetarian
142215,spanish  corn,15,3,NonVegetarian
426696,spicy  pasta fagioli,30,9,NonVegetarian
157808,super healthy  chewy granola bars,45,13,NonVegetarian
229979,surprise   russian tea cakes,30,8,NonVegetarian
128830,t w a   spaghetti sauce,135,10,NonVegetarian
128840,t w a  meatballs for spaghetti,35,7,NonVegetarian
436082,the best  vegetarian vegan vegetable samosas,80,46,Vegan
407659,un refried beans,90,6,NonVegetarian
87289,un stuffed pork chops with mushroom sauce,60,19,NonVegetarian
432965,very  simple fried rice,15,12,Vegetarian
266021,real   spanish rice,30,6,NonVegetarian
215290,rita s lasagna,85,7,Vegetarian
147286,chewy english flapjack,40,7,NonVegetarian
407471,guaranteed 5 star banana cake,60,16,NonVegetarian
367828,copycat   costa vida green rice,35,3,NonVegetarian
367823,copycat   costa vida ranch salad dressing,7,5,NonVegetarian
349331,hot kielbasa dip,15,5,NonVegetarian
429248,minestrone salad,20,9,NonVegetarian
483908,real   somali tea,32,5,NonVegetarian
154007,creamy chicken pot pie     pies   pot pies  easy   yummy,90,19,NonVegetarian
187210,another  cajun seasoning,5,1,NonVegetarian
218967,baked mozzarella sticks,25,16,NonVegetarian
140610,heavenly  fiber muffins,35,11,NonVegetarian
79736,holiday punch   cheers,15,6,NonVegetarian
230686,low calorie  lemon chiffon pie,20,8,Vegetarian
470837,no cook summer pasta,25,17,NonVegetarian
483029,s w o c   pie cookies,12,5,NonVegetarian
422277,spaghetti squares,40,15,NonVegetarian
392181,the real  black tie mousse cake by olive garden,180,38,NonVegetarian
468143,ultimate  dark chocolate oreo truffle,30,10,NonVegetarian
344503,disgustingly rich  brownies,10,11,NonVegetarian
362654,tasty s    hidden mickey surprise snack,1,6,NonVegetarian
157657,chicken cheddar crepes with  mushrooms,55,19,NonVegetarian
468652,tasty dish s      not so hot  pumpkin pie steamer for 2,7,7,Vegan
251800,tasty dish s    heffalumps and woozles,5,6,NonVegetarian
423369,tasty s    deluxe cinnamon toast,8,11,Vegetarian
374703,tasty s    the power of flower7 salad,20,11,Vegan
370567,tasty   approved golden quesadillas,7,11,NonVegetarian
100837,hawaiian sunrise           mimosa,5,4,NonVegetarian
368257,,10,6,NonVegetarian
365158,4 cheese baked ziti,45,13,NonVegetarian
484526,baked potato   baked  microwaved or grilled,64,39,Vegetarian
118801,light   berry loaf,65,11,NonVegetarian
146093,macaroni   cheese my way,35,26,NonVegetarian
269443,spicy cheese dip,11,9,NonVegetarian
286484,tasty dish s   banana pudding in 2 minutes,2,3,NonVegetarian
303978,v s kicked up baked beans  slow cooker,375,3,NonVegetarian
323492,from stephanie s kitchen,12,5,NonVegetarian
283618,0 carb   0 cal gummy worms,45,15,NonVegetarian
480558,0 point ice cream  only 1 ingredient,125,5,NonVegetarian
416980,0 point soup  crock pot,305,2,Vegetarian
391705,0 point soup   ww,55,5,Vegetarian
176996,0 fat chunky watermelon salsa,45,6,Vegetarian
249911,007 cocktail,5,4,NonVegetarian
255928,1 2 3 banana split ice cream cake,50,8,NonVegetarian
236346,1 bowl 1 person mashed potatoes,25,7,NonVegetarian
316669,1 cup of coffee pork roast,255,8,NonVegetarian
190411,1 dish pizza bake,50,5,NonVegetarian
316221,1 hour cinnamon rolls,55,25,NonVegetarian
444002,1 lb abm hawaiian sweet bread,215,5,NonVegetarian
290187,1 minute cake,2,20,NonVegetarian
112386,1 minute chili cheese burritos,3,9,Vegetarian
11361,1 minute meatballs,13,4,NonVegetarian
248676,1 minute stromboli,2,4,NonVegetarian
359972,1 minute  no bake  cereal bar,6,10,NonVegetarian
427872,1 minute  no bake  chocolatey cereal bites,6,12,NonVegetarian
357474,1 minute  no bake  cocoa delicacy,6,7,NonVegetarian
29935,1 pan fudge cake,30,5,Vegan
459738,1 point plus   hg s faux fried pickles,40,16,NonVegetarian
458929,1 point plus   hg s veggied up veggie dip,122,5,NonVegetarian
458729,1 point plus   roasted asparagus with lemon and chives,35,6,Vegetarian
447710,1 pot  4 item   sausage suprise,50,6,NonVegetarian
374271,1 potato 2 potato,30,11,NonVegetarian
187843,1 pound gluten free lasagna,60,9,NonVegetarian
78123,1 spicy sweet honey chili,50,13,NonVegetarian
420931,1 turkey meatloaf  with sun dried tomatoes and feta,50,9,NonVegetarian
111198,1 001 nights cake,50,11,NonVegetarian
276330,1 2 3 hors d oeuvres,50,5,NonVegetarian
103811,1 2 3 4  tater tot casserole,70,9,NonVegetarian
56719,1 2 3 4 5 chinese spareribs,35,5,NonVegetarian
164636,1 1 1 tempura batter,5,2,NonVegetarian
58321,1 1 2 ingredient fiber crust,15,7,Vegan
100864,1 2 3 apple crisp,45,8,NonVegetarian
332651,1 2 3 balsamic chicken,180,26,NonVegetarian
146767,1 2 3 biscuits,17,5,NonVegetarian
102895,1 2 3 black bean salsa dip,5,3,NonVegetarian
33246,1 2 3 bread,55,1,NonVegetarian
14881,1 2 3 chicken supper,35,9,NonVegetarian
493178,1 2 3 chicken vegetable rice,40,9,NonVegetarian
302498,1 2 3 enchiladas,20,10,NonVegetarian
13805,1 2 3 granola,35,7,Vegetarian
378067,1 2 3 ground turkey mexican rice,25,5,NonVegetarian
164100,1 2 3 hash browns pie   k,50,12,Vegetarian
266081,1 2 3 healthy soup,25,4,NonVegetarian
206648,1 2 3 hot chocolate,12,5,NonVegetarian
207897,1 2 3 jambalaya,50,5,NonVegetarian
320454,1 2 3 peach cobbler,25,14,NonVegetarian
377326,1 2 3 peanut butter cookies,15,4,Vegan
216873,1 2 3 rice and chili burritos,20,7,NonVegetarian
407947,1 2 3 steak on noodles,130,10,NonVegetarian
389672,1 2 3 4 bars,75,14,NonVegetarian
111072,1 2 3 4 cake,50,14,NonVegetarian
165438,1 2 3 4 cake  orange,60,10,NonVegetarian
80411,1 2 3 4 cake with caramel icing,50,23,NonVegetarian
149243,1 2 3 4 coconut cake,240,34,Vegetarian
247646,1 bowl fudgy brownies,32,8,NonVegetarian
256535,1 dish caramel pecan coffee cake  round,20,10,NonVegetarian
267159,1 dish hot fudge swirl cake,35,8,NonVegetarian
401283,1 dish italian 5 cheese pizza bake,50,7,Vegetarian
165274,1 gram fat chocolate banana freezer pops,15,9,NonVegetarian
211938,1 gram fat pumpkin spice muffins  low fat,45,7,NonVegetarian
217180,1 hour  smoky ham and lentil soup,60,9,NonVegetarian
47924,1 hour ham and bean soup,55,13,NonVegetarian
418500,1 ingredient ice cream,5,6,NonVegetarian
137296,1 minute apple tortilla,5,3,NonVegetarian
428566,1 minute blueberries   cream,2,4,Vegetarian
533190,1 minute breakfast sandwich,3,10,NonVegetarian
291956,1 pot curried rotini with currants  peas and red peppers,15,6,Vegetarian
385464,1 5 quart crock pot rice pudding,155,5,NonVegetarian
385460,1 5 quart crock pot risotto,125,2,NonVegetarian
172373,1 2 cup soup,30,8,NonVegetarian
12983,1 2 hour raisin pudding,50,3,NonVegetarian
240165,1 2 way brownies,30,5,NonVegetarian
344373,1 3  pound squeeze burger,25,10,NonVegetarian
348965,10 bean soup,780,11,NonVegetarian
478546,10 calorie chocolate miracle noodle cookies,30,26,NonVegetarian
168663,10 carb mocha,1,2,NonVegetarian
40228,10 clove stove top roast,90,12,NonVegetarian
433667,10 grain bread,35,12,NonVegetarian
351229,10 grain muffins,25,7,NonVegetarian
169849,10 grain sorta healthy cookies,15,7,NonVegetarian
365138,10 layer meat veggie and potato dish,260,12,NonVegetarian
459089,10 layer salad,20,13,NonVegetarian
255985,10 lb  lasagna,180,20,NonVegetarian
244971,10 min cheesy gnocchi with seafood sauce,22,11,NonVegetarian
39169,10 min japanese simmered tofu hot pot,10,7,NonVegetarian
248672,10 minute  fat free  veggie soup for one,15,1,Vegetarian
88740,10 minute   quick and easy chocolate brownie pudding cake,10,9,NonVegetarian
121344,10 minute applesauce   alton brown,20,5,NonVegetarian
176593,10 minute blueberry layer cake,10,5,NonVegetarian
132955,10 minute cheesy mexican rice,10,7,NonVegetarian
402246,10 minute chocolate self saucing pudding,10,9,NonVegetarian
83417,10 minute cream of mushroom soup,10,7,Vegetarian
94547,10 minute creamed spinach,10,5,Vegetarian
262768,10 minute delicious cherry delight,10,8,NonVegetarian
390932,10 minute french bread,40,28,NonVegetarian
287573,10 minute german chocolate pie,20,6,NonVegetarian
310869,10 minute lasagna,55,7,Vegetarian
163492,10 minute low fat potato salad,10,7,NonVegetarian
8606,10 minute mushroom spaghetti sauce,20,4,NonVegetarian
181656,10 minute paella,10,7,NonVegetarian
389560,10 minute pizza snacks,15,7,NonVegetarian
85434,10 minute rocky road,10,9,NonVegetarian
90499,10 minute smothered chicken,10,6,NonVegetarian
272869,10 minute sponge pudding,10,12,NonVegetarian
57203,10 minute szechuan chicken,35,8,NonVegetarian
429838,10 minute tomato sauce from america s test kitchen,10,15,NonVegetarian
289559,10 minute tvp tacos,10,6,Vegan
349293,10 minute tvp tacos  modified   hot single guy version,13,9,NonVegetarian
509443,10 out of 10 chicken breast,55,8,NonVegetarian
423880,10 second mango yogurt smoothie,1,3,Vegetarian
127184,10  bars,15,2,Vegetarian
131582,10  minute mustard dip,10,5,NonVegetarian
141738,10 10 10 bread,30,10,NonVegetarian
470575,10 bean soup,180,9,NonVegetarian
180817,10 grain orange bread,215,15,NonVegetarian
133326,10 layer poor man s lasagna casserole,80,15,NonVegetarian
359203,10 minute baked halibut with garlic butter sauce,35,16,NonVegetarian
185088,10 minute baked ziti,70,6,NonVegetarian
215039,10 minute buffalo shrimp with blue cheese dip,10,9,NonVegetarian
133481,10 minute calzones,45,12,NonVegetarian
513963,10 minute lime pie,10,12,NonVegetarian
300960,10 minute marinara sauce,13,5,NonVegetarian
98213,10 minute pork lo mein,19,8,NonVegetarian
531143,10 minute shrimp pad thai,30,15,NonVegetarian
213395,10 minute tuscan tomato soup with parmesan toasts,10,13,NonVegetarian
286624,10 minute valentines candies,25,8,Vegetarian
27060,100   whole wheat,250,3,NonVegetarian
82530,100   whole wheat bread,160,29,NonVegetarian
334201,100 calorie cinnamon pancakes,20,6,NonVegetarian
358003,100 calorie cinnamon raisin oatmeal for one   microwave,2,5,NonVegetarian
482111,100 calorie coffee,25,2,NonVegetarian
286807,100 calorie fruit cupcakes,25,4,NonVegetarian
457730,100 calorie no bake whey protein bar cookies,10,6,Vegetarian
127743,100 good cookies,30,3,NonVegetarian
368029,100 year old  new zealand lamb dish    i have used deer  w this,1500,8,NonVegetarian
135933,100 year old pancakes,13,5,NonVegetarian
126072,100 year old pie crust,15,2,NonVegetarian
20238,100 year old souffle,40,10,NonVegetarian
129377,100 year old old fashioned cream pie,50,9,NonVegetarian
402119,100 year old pie crust  pastry dough,10,5,NonVegetarian
289509,100  authentic vietnamese dipping sauce  nuoc cham,15,5,NonVegetarian
417632,100  healthy   lucious spice cake  low calorie,25,20,NonVegetarian
151775,100  honey whole wheat cracked wheat bread,90,19,NonVegetarian
83703,100  parmesan chicken,35,8,NonVegetarian
239306,100  raw thai salad,15,4,Vegan
89434,100  semolina bread,205,6,Vegetarian
468112,100  spelt bread  bread machine,135,2,NonVegetarian
458576,100  whole grain bread with biga soaker,75,18,NonVegetarian
146813,100  whole grain pizza dough,80,11,Vegetarian
181106,100  whole grain wheat bread,195,30,NonVegetarian
632,100  whole wheat blueberry muffins,70,7,NonVegetarian
6652,100  whole wheat bread,40,9,NonVegetarian
292147,100  whole wheat bread  abm,220,6,NonVegetarian
221429,100  whole wheat bread  bread machine,250,7,NonVegetarian
139353,100  whole wheat bread  non dense heavy  white bread texture,215,34,Vegetarian
470360,100  whole wheat bread for bread machine,245,4,NonVegetarian
418387,100  whole wheat bread  plain and simple  no knead,210,23,NonVegetarian
382300,100  whole wheat bread low fat and good,40,18,NonVegetarian
223872,100  whole wheat burger hot dog buns,135,10,NonVegetarian
218671,100  whole wheat buttermilk pancakes,35,5,Vegetarian
430121,100  whole wheat graham crackers or pie crust,25,10,NonVegetarian
268681,100  whole wheat irish soda bread,50,12,NonVegetarian
151328,100  whole wheat low fat pancakes,20,8,NonVegetarian
203134,100  whole wheat muffins,30,5,NonVegetarian
436030,100  whole wheat pizza dough and pizza tips,27,25,NonVegetarian
320924,100  whole wheat rolls,140,10,NonVegetarian
220503,100  whole wheat sour cream biscuits,23,22,NonVegetarian
336323,100  whole wheat wholesome muffin mix,35,11,NonVegetarian
325137,100  whole wheat zucchini bread,60,5,NonVegetarian
486979,100  whole wheat  multipurpose dough   pizza  buns  bread,75,17,NonVegetarian
22774,100  yummy banana bread,75,5,NonVegetarian
79425,100 000 calorie bars,40,10,NonVegetarian
213681,100 stroke banana bread,75,4,NonVegetarian
121712,1000 island vegetable dip,20,3,NonVegetarian
155344,1000 island style salad dressing,10,1,NonVegetarian
175339,101 super cookies,25,9,NonVegetarian
72600,108 mile spinach bacon salad,20,5,NonVegetarian
50614,11 layer salad,35,12,NonVegetarian
133784,11 secret herbs and spices  kfc copycat,10,9,NonVegetarian
235003,110 in the shade,725,4,NonVegetarian
140723,11th hour spinach caesar salad,30,12,NonVegetarian
326839,12 cheese stuffed shells,80,10,NonVegetarian
467326,12 grain bread  bread machine,265,2,NonVegetarian
43669,12 minute corn chowder,12,6,Vegetarian
73566,12 minute pasta,12,4,NonVegetarian
449768,12 hour tomatoes,750,19,Vegetarian
404661,1200 watt microwave peanut brittle,16,10,NonVegetarian
381713,123 baked kibbee,35,10,NonVegetarian
257696,123 cake,50,8,NonVegetarian
187606,123 chicken,65,8,NonVegetarian
91515,123 chocolate pinwheel pudding,40,16,NonVegetarian
289891,1234 cake,80,5,NonVegetarian
412073,13 bean crock pot soup,730,9,NonVegetarian
123746,13 crackers meatloaf,70,10,NonVegetarian
206020,13 minute beef tenderloin with horseradish sauce,193,13,NonVegetarian
345595,14 carrot cake,80,14,NonVegetarian
129227,14 day coleslaw,20175,7,Vegan
472955,14 day pickles,130,11,NonVegetarian
17490,14 day unsealed pickles,20160,17,NonVegetarian
130002,14 karat cake,50,6,Vegetarian
53353,14 minute maple candy,60,3,NonVegetarian
105756,14 bean soup,150,8,NonVegetarian
307362,15   minute easy enchiladas,15,8,NonVegetarian
51803,15 bean soup,240,20,NonVegetarian
438263,15 bean soup  crock pot,510,12,NonVegetarian
525649,15 bean soup in the instant pot,75,9,NonVegetarian
115160,15 layer russian honey cake,75,13,NonVegetarian
168222,15 minute baked halibut with herbs,20,9,NonVegetarian
140172,15 minute beef stew,30,4,NonVegetarian
305112,15 minute black bean chili,15,5,NonVegetarian
53481,15 minute cheeseburger rice,15,8,NonVegetarian
76887,15 minute cheesy chili  n rice skillet,20,10,NonVegetarian
392598,15 minute chicken and rice dinner,25,8,NonVegetarian
113197,15 minute chicken fajitas,15,5,NonVegetarian
398071,15 minute chicken tortilla soup,12,3,NonVegetarian
66527,15 minute chicken  broccoli  and rice dinner,25,7,NonVegetarian
184890,15 minute chili,20,6,NonVegetarian
79046,15 minute chili and rice wraps,7,6,NonVegetarian
356163,15 minute chili cheeseburger skillet,15,9,NonVegetarian
41673,15 minute chili sauce,20,2,Vegetarian
506885,15 minute creamy sun tomato basil cashew pasta,15,16,Vegan
277539,15 minute enchilada sauce,15,5,NonVegetarian
169487,15 minute fat free cheesecake,25,4,NonVegetarian
317587,15 minute florentine pasta salad,15,11,NonVegetarian
20624,15 minute garlic lemon chicken,11,8,NonVegetarian
360232,15 minute greek garbanzo bean salad,15,2,NonVegetarian
246548,15 minute italian chicken   rice with vegetables,20,11,NonVegetarian
67446,15 minute lemon cheesecake,20,10,NonVegetarian
153028,15 minute no bake chocolate peanut butter fudge,15,5,NonVegetarian
172651,15 minute pasta combo,15,7,NonVegetarian
348952,15 minute pork fried rice,20,11,NonVegetarian
5276,15 minute red beans   rice,15,7,NonVegetarian
140173,15 minute shrimp carbonara fettuccine,30,4,NonVegetarian
31184,15 minute shrimp scampi,15,9,NonVegetarian
164178,15 minute spaghetti sauce,15,2,NonVegetarian
289025,15 minute stir fried chicken   asparagus,15,9,NonVegetarian
287502,15 minute stove top macaroni  n cheese,15,5,Vegetarian
75079,15 minute stroganoff,20,10,NonVegetarian
147100,15 minute taco in a pan,25,10,NonVegetarian
233317,15 minute tiger prawns with chinese greens,15,7,NonVegetarian
109793,15 minute vanilla rice pudding,20,12,NonVegetarian
291409,15 minute vegetarian chili,15,3,Vegan
27275,15 minutes creamy fettuccine alfredo,20,3,NonVegetarian
282812,15 minutes oatmeal  rice cooker,15,6,NonVegetarian
311608,15  bean soup,370,6,NonVegetarian
382234,15 minute beef and bean chili skillet,15,17,NonVegetarian
237391,15 minute chicken liver pate,15,6,NonVegetarian
266997,15 minute chili   easy  hearty and good,15,5,NonVegetarian
21916,15 minute jello trifle,75,8,NonVegetarian
229451,15 minute marinated chicken,40,5,NonVegetarian
204040,15 minute microwaved rice,20,6,NonVegetarian
82287,15 minute no fry chicken enchiladas  honest,45,8,NonVegetarian
302815,15 minute parmesan pasta,15,6,NonVegetarian
311842,15 minute shrimp,20,7,NonVegetarian
531148,15 minute shrimp stir fry,18,11,NonVegetarian
364157,15 minute white bean soup,15,10,Vegetarian
411979,16 bean soup  crockpot,330,7,NonVegetarian
102832,16 day pickles,45,21,NonVegetarian
246180,16 hour pulled pork,970,9,NonVegetarian
224908,16 oz  coffee liqueur,2880,7,NonVegetarian
364761,16 quart chicken corn soup,120,12,NonVegetarian
489337,17 day diet   turkey eggplant parmesan,45,16,NonVegetarian
262448,17 twist,5,1,NonVegetarian
294427,1789  apple  arugula salad with aged gouda and crisped pancetta,45,21,NonVegetarian
328436,18 carrot cupcakes,50,13,NonVegetarian
357228,1880 chocolate spice cake  with icing,40,14,NonVegetarian
50246,1890 cream cake,105,6,NonVegetarian
